"rev_1","rev_2","rev_3","rev_4","rev_5","rev_6","risk_score","last_month","last_3month","last_6month","metro_last_month","sports_last_month","news_last_month","lifestyle_last_month","business_last_month","opinion_last_month","arts_last_month","sunday_magazine_last_month","ideas_last_month","search_last_month","member_center_last_month","south_last_month","spotlight_last_month","page_not_found_last_month","nation_last_month","north_last_month","magazine_last_month","circulars_last_month","politics_last_month","metro_last_3month","sports_last_3month","news_last_3month","lifestyle_last_3month","business_last_3month","opinion_last_3month","arts_last_3month","sunday_magazine_last_3month","ideas_last_3month","search_last_3month","member_center_last_3month","south_last_3month","spotlight_last_3month","page_not_found_last_3month","nation_last_3month","north_last_3month","magazine_last_3month","circulars_last_3month","politics_last_3month","metro_last_6month","sports_last_6month","news_last_6month","lifestyle_last_6month","business_last_6month","opinion_last_6month","arts_last_6month","sunday_magazine_last_6month","ideas_last_6month","search_last_6month","member_center_last_6month","south_last_6month","spotlight_last_6month","page_not_found_last_6month","nation_last_6month","north_last_6month","magazine_last_6month","circulars_last_6month","politics_last_6month","y0_6","y1_6","y0_5","y1_5","y0_4","y1_4","y0_3","y1_3","y0_2","y1_2","y0_1","y1_1","treated","p_treated"
432.104827880859,440.839447021484,451.59375,465.306976318359,478.837158203125,486.950714111328,0.000841856002807617,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,410.73868,454.51083,404.76987,477.96283,415.52142,463.1345,408.96194,455.01776,417.19968,455.78738,421.6192,445.3196,0,0.00766448639858562
432.104827880859,440.839447021484,451.59375,462.033874511719,470.340667724609,479.494354248047,0.000580787658691406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.1381,454.75897,445.10608,457.4446,439.4418,433.4664,435.64246,434.58496,431.32513,446.1377,428.48425,436.15097,0,0.0174910833205662
462.003753662109,475.741058349609,471.780639648438,476.279418945312,182.792343139648,180.759307861328,0.000932872295379639,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,416.049,449.26495,420.9418,424.8742,433.2256,444.25894,425.79703,440.78946,431.66766,464.7018,434.44785,442.45972,0,0.00678935721894791
466.671142578125,475.5771484375,468.905426025391,486.461883544922,176.7421875,193.845779418945,0.000263750553131104,0,28,126,2,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17,4,15,5,2,7,0,1,0,0,0,0,0,0,1,0,1,0,0,69,10,26,16,6,10,8,6,1,0,0,0,0,1,1,0,6,0,0,479.70227,504.95416,482.63007,498.2088,481.644,494.9946,476.52216,494.2056,479.2184,484.3807,479.01846,478.25452,0,0.00850361641508079
432.104827880859,446.320617675781,452.904418945312,465.580535888672,480.033020019531,488.51806640625,0.000716149806976318,0,69,291,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42,3,22,2,3,10,1,3,0,0,0,0,0,0,0,0,3,0,0,129,2,48,1,25,33,9,12,1,1,1,0,0,0,0,0,14,0,0,500.38892,498.99393,498.9884,479.61273,498.8652,470.44373,492.0568,448.67593,491.7117,474.45798,487.50696,472.84286,0,0.00650660007879798
432.104827880859,446.493560791016,453.864532470703,464.153717041016,476.828277587891,479.753082275391,0.000439703464508057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.35214,489.1414,452.79123,481.97232,444.63638,472.842,443.6064,462.1668,437.16132,452.5995,431.45566,439.13812,0,0.00653795204152094
515.020629882812,512.667297363281,515.551696777344,522.103820800781,522.251220703125,523.225646972656,0.00362718105316162,0,735,1944,134,16,15,132,18,2,3,19,1,0,0,0,0,0,0,0,22,0,0,342,50,46,279,41,8,8,60,1,0,1,0,0,0,0,0,89,0,0,576,127,129,612,84,16,22,129,2,0,3,1,0,0,0,1,112,0,0,460.89417,377.3167,464.77594,356.49155,467.95837,352.49817,482.13416,458.03467,490.19397,374.09134,489.37836,513.0067,1,0.032898874697415
432.104827880859,440.839447021484,451.59375,463.871246337891,472.907501220703,483.075744628906,0.000355839729309082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.24048,404.4357,432.7476,429.29236,432.4233,442.10428,429.41916,440.65692,427.1564,439.26544,427.8698,430.10022,0,0.0211327847667246
432.104827880859,440.839447021484,455.701538085938,462.279144287109,476.828277587891,486.073852539062,0.000136733055114746,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,475.5468,489.3029,468.04236,480.6611,459.75598,465.06207,450.43222,467.86472,448.45972,462.72986,445.65625,446.18576,0,0.00691429943347305
454.159332275391,459.602111816406,497.748168945312,491.255706787109,495.091705322266,503.716705322266,0.000160932540893555,0,30,101,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,8,22,6,11,6,8,0,1,2,0,0,0,1,0,0,0,0,0,479.66013,505.3725,479.23364,497.30206,475.17093,487.9511,475.39154,482.27448,468.39374,475.80908,455.1706,469.63766,0,0.00955067085524558
483.137908935547,490.156890869141,499.84716796875,510.225463867188,512.627868652344,513.807922363281,7.67707824707031e-05,0,84,184,21,11,2,7,6,3,0,3,0,0,0,0,0,0,1,0,3,0,0,63,27,14,21,14,11,3,6,0,0,0,0,0,0,1,0,6,0,0,96,45,33,34,27,22,5,6,1,0,0,0,0,2,1,0,8,0,0,492.49698,510.73868,490.19342,488.8799,492.436,506.04065,490.79333,508.62836,488.6345,498.7647,487.43747,493.13284,0,0.0245687135467766
479.871246337891,494.081573486328,510.216217041016,503.041381835938,513.768737792969,516.236999511719,0.000860095024108887,0,62,199,24,1,2,1,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,69,6,6,8,5,5,6,6,0,0,0,0,0,1,0,0,6,0,0,119,32,15,15,8,9,13,15,0,1,2,0,0,1,0,0,15,0,0,498.6915,503.8067,497.17096,507.92654,497.34335,489.30576,492.80292,476.03058,489.05533,479.07648,489.51,478.2076,0,0.00955622309657018
