"rev_1","rev_2","rev_3","rev_4","rev_5","rev_6","y0_6","y0_5","y0_4","y0_3","y0_2","y0_1","y1_6","y1_5","y1_4","y1_3","y1_2","y1_1","risk_score","last_month","last_3month","last_6month","metro_last_month","sports_last_month","news_last_month","lifestyle_last_month","business_last_month","opinion_last_month","arts_last_month","sunday_magazine_last_month","ideas_last_month","search_last_month","member_center_last_month","south_last_month","spotlight_last_month","page_not_found_last_month","nation_last_month","north_last_month","magazine_last_month","circulars_last_month","politics_last_month","metro_last_3month","sports_last_3month","news_last_3month","lifestyle_last_3month","business_last_3month","opinion_last_3month","arts_last_3month","sunday_magazine_last_3month","ideas_last_3month","search_last_3month","member_center_last_3month","south_last_3month","spotlight_last_3month","page_not_found_last_3month","nation_last_3month","north_last_3month","magazine_last_3month","circulars_last_3month","politics_last_3month","metro_last_6month","sports_last_6month","news_last_6month","lifestyle_last_6month","business_last_6month","opinion_last_6month","arts_last_6month","sunday_magazine_last_6month","ideas_last_6month","search_last_6month","member_center_last_6month","south_last_6month","spotlight_last_6month","page_not_found_last_6month","nation_last_6month","north_last_6month","magazine_last_6month","circulars_last_6month","politics_last_6month","treated","p_treated","subscriber_id"
129.631448364258,35.0982444763185,33.6421875,38.4233642578125,45.6702850341798,38.3546333312988,120.894324,111.1245,116.238804,99.902325,119.32584,127.78263,145.13529,140.06127,143.39469,140.388399,140.786436,142.72521,0.00024038553237915,0,24,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,16,13,5,8,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0.00949253773359497,11
152.351522827148,151.586416625977,155.958984375,157.148052978516,156.697650146484,157.826019287109,146.691495,147.633042,148.59624,148.98363,147.78762,150.39597,156.952185,155.73285,154.34082,156.25911,151.089285,151.440279,0.00114881992340088,0,118,292,13,7,6,4,5,9,4,1,0,0,0,0,0,0,0,0,1,0,0,34,19,22,29,13,14,9,3,0,0,0,0,0,0,0,0,3,0,0,104,30,63,32,15,22,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0112715348871075,12
129.631448364258,132.251834106445,135.478125,138.610162353516,143.651147460937,146.085214233398,130.26966,131.055156,129.888831,128.70615,128.14692,128.24295,139.642548,138.83793,135.117069,137.635209,133.633281,130.373958,0.000237762928009033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650064161707997,13
150.606793212891,152.63581237793,150.295559692383,151.317626953125,150.820642089844,153.47431640625,153.62118,153.084,152.69535,152.314425,152.207145,151.45665,156.24453,155.19585,154.63557,154.854402,153.978789,153.241608,0.00225567817687988,0,456,1261,42,14,39,15,18,20,9,11,0,0,2,0,0,0,0,0,12,0,0,152,38,116,35,48,64,19,25,1,4,4,0,0,0,0,0,24,0,0,335,59,237,79,97,149,46,41,12,5,5,1,0,0,0,0,42,0,0,0,0.0061435647743485,14
147.85400390625,146.691000366211,149.416790771484,150.911489868164,153.370056152344,155.900463867187,151.72578,150.38229,149.043795,148.140702,147.52185,146.181939,154.189599,152.436228,152.404962,150.85086,149.51961,147.50643,0.00241589546203613,0,132,396,18,11,5,3,5,7,2,1,0,0,0,0,0,0,0,0,1,0,0,45,21,24,12,14,7,5,2,0,0,0,0,0,0,0,0,2,0,0,102,65,47,15,36,12,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0493070994893077,15
146.567395019531,148.399850463867,148.65322265625,149.814953613281,151.478997802734,149.550750732422,148.432131,148.050669,146.650341,146.15916,144.717654,143.239434,153.487161,153.019785,150.093696,150.851724,147.136422,144.472734,0.00178635120391846,0,62,178,8,14,6,8,6,0,0,2,0,0,0,0,0,0,1,0,2,0,0,6,19,25,25,11,1,3,5,0,0,0,0,0,0,1,0,5,0,0,48,31,32,41,22,3,6,7,0,0,2,0,0,0,1,0,10,0,0,0,0.00636940647295633,16
129.631448364258,132.251834106445,135.478125,138.610162353516,141.102200317383,143.848306274414,132.233559,129.494925,131.350278,129.954639,129.27855,129.084879,122.171952,128.787708,135.119988,137.46351,128.947092,131.634696,0.000148773193359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654798543496368,17
129.631448364258,132.251834106445,135.478125,138.610162353516,142.164541625977,143.848306274414,133.407696,133.149096,133.05153,129.954639,129.27855,128.545275,136.74798,136.36251,125.897571,133.961856,134.096172,131.41377,0.000668644905090332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882933631380698,18
141.196133422852,146.673834228516,148.556643676758,145.665005493164,141.66328125,150.639624023438,137.50143,139.226991,138.79263,139.611915,138.97266,138.417525,143.097099,151.284036,144.633966,143.547162,138.85014,134.79225,5.73396682739258e-05,0,26,31,6,1,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,14,3,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890140438881026,19
141.364013671875,141.816430664062,140.945315551758,142.719882202148,146.159344482422,147.177941894531,149.22639,147.169536,146.444439,145.73046,144.644952,142.45221,149.67687,144.025626,147.877305,145.832958,143.867715,138.36249,0.00116759538650513,0,30,106,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,15,2,3,14,6,2,7,4,0,0,0,0,0,1,0,0,4,0,0,0,0.0270570833652416,20
151.266201782227,148.648095703125,149.675756835938,149.98095703125,151.68196105957,153.664599609375,151.40958,150.76704,150.698721,151.020849,149.654406,150.212328,153.589599,153.281415,152.359278,150.422379,148.702818,152.225262,0.00176656246185303,0,440,1285,0,273,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,855,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,4,903,1,14,0,5,10,3,0,0,2,1,0,0,0,0,3,0,0,0,0.017661329862262,21
148.58117980957,148.704281616211,152.403140258789,153.936730957031,152.854962158203,152.528393554687,129.136404,130.4748,137.233986,139.37547,141.408,142.192311,150.153066,140.593635,148.668348,147.527151,147.094455,143.307972,0.000310301780700684,0,49,170,8,1,1,7,1,3,1,5,0,0,0,0,0,0,1,0,5,0,0,39,7,11,22,7,10,3,11,0,0,0,0,0,0,1,0,11,0,0,81,13,37,45,17,9,6,14,0,1,0,0,0,2,1,0,14,0,0,0,0.00803851163064494,22
141.372940063477,147.302453613281,146.636279296875,150.60823059082,151.138668823242,154.043023681641,147.510471,146.815614,146.79258,146.529354,145.681749,144.780999,153.16176,151.26237,148.795542,147.771276,143.568474,142.521129,0.000630795955657959,0,41,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,5,5,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,63,4,11,6,3,4,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0395024367621816,23
150.019226074219,151.287799072266,154.559124755859,154.207965087891,155.594110107422,155.055871582031,150.950481,149.60325,149.468865,149.704239,149.565144,149.635584,139.299306,139.01991,140.213094,155.31522,151.447842,151.864041,0.000435173511505127,0,283,611,14,91,3,0,5,1,0,2,0,0,0,0,0,0,0,0,2,0,0,105,268,33,33,37,9,4,2,2,0,0,0,0,0,0,0,2,0,0,269,460,62,45,62,22,6,13,2,1,0,0,0,12,0,1,13,0,0,0,0.015320748075397,24
129.631448364258,132.251834106445,135.478125,138.610162353516,141.102200317383,143.848306274414,135.34143,132.45006,133.429659,130.3062,129.397539,128.24295,146.347164,143.91669,140.57802,138.325452,133.205751,129.533202,0.000296533107757568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00726111778502584,25
24.1333786010742,41.2899353027343,34.3506271362306,27.5344940185547,28.4301040649414,29.3710304260254,105.698556,109.112358,114.17253,93.879372,103.009965,122.377488,149.016495,147.223929,143.891025,136.435299,133.349469,130.38651,0.000124335289001465,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00926435758930174,26
150.216668701172,153.410614013672,155.235333251953,154.560864257812,154.669134521484,155.162054443359,152.01663,150.647955,150.128439,150.45843,150.906765,151.030086,153.80778,150.704142,151.588551,149.420619,151.186386,149.994864,0.000549614429473877,0,88,249,8,11,3,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,11,9,23,10,11,3,0,0,0,0,0,0,0,0,4,0,0,30,58,24,26,42,17,18,23,0,1,0,0,0,0,0,0,24,0,0,0,0.0184143050990405,27
149.719812011719,149.950039672852,149.034182739258,153.03483581543,152.314865112305,156.988696289062,152.14002,151.246938,150.999939,149.257488,148.234479,147.75051,153.414222,149.351751,150.685446,147.79689,143.192595,137.75418,0.00139397382736206,0,78,257,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,18,5,14,2,1,2,0,0,0,0,0,0,0,0,2,0,0,73,65,35,8,29,3,1,6,0,0,0,0,0,3,0,0,6,0,0,0,0.0134782132171069,28
138.313137817383,142.797848510742,145.719305419922,144.024517822266,147.82236328125,147.926422119141,136.04571,136.689651,137.287518,137.736732,137.133006,138.165774,148.142751,145.171755,143.82885,139.79079,139.991262,135.929718,0.000432670116424561,0,1,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082570233426777,29
142.449746704102,141.63896484375,143.207730102539,142.045431518555,147.03366394043,149.492422485352,103.679115,108.298269,105.780972,120.050766,124.448832,124.664181,132.244374,121.792584,124.392516,131.040318,131.963535,131.623326,0.000338435173034668,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627138382173347,30
129.631448364258,133.815444946289,137.170697021484,141.462377929688,144.9263671875,145.820718383789,139.005642,136.26519,133.355988,133.08192,131.079228,129.436698,146.47704,144.801516,141.551862,139.56405,135.549885,131.741436,0.000328660011291504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00879305826123088,31
140.592498779297,142.433889770508,142.517340087891,143.140942382812,144.908825683594,149.218359375,141.299415,142.045404,140.375712,140.88831,138.3447,138.165774,148.787466,147.734592,145.442184,143.913564,142.423242,138.473109,0.000178992748260498,0,12,14,3,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,7,3,1,6,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0.401466785614551,32
129.631448364258,132.251834106445,136.710461425781,138.689044189453,143.048483276367,145.30048828125,133.47291,132.51288,132.921882,129.954639,125.010828,126.50721,143.475576,137.444832,139.483182,136.088829,133.923762,131.55744,0.000373125076293945,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170589471903458,33
129.631448364258,27.4635932922363,27.1731307983398,26.8997337341309,27.6958030700684,24.9965423583984,93.227352,97.976331,96.144168,75.172146,115.71936,128.545275,112.717821,140.387238,138.308724,137.618436,135.279912,129.08358,0.00216054916381836,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00674940465963608,34
151.931817626953,151.921142578125,155.958984375,156.159429931641,159.413159179687,158.524859619141,149.056146,149.98701,150.15597,148.08087,147.092121,148.345221,155.355048,151.786614,149.456718,150.191409,149.992218,149.536578,0.00101739168167114,0,118,255,28,1,6,19,6,0,4,15,0,0,0,0,0,0,1,0,16,0,0,79,3,37,25,19,16,4,39,1,0,0,0,0,0,1,0,41,0,0,119,9,50,32,24,20,8,76,1,4,0,0,0,12,1,0,77,0,0,0,0.0247765500913171,35
133.176992797852,136.418270874023,139.179940795898,143.36162109375,143.535470581055,147.052743530273,139.837071,139.19985,140.632344,141.220002,138.568452,134.372259,128.542218,121.817586,122.97996,135.834402,139.15311,138.082296,0.000119924545288086,0,16,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,17,2,4,3,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0.00937034483649665,36
129.631448364258,132.251834106445,135.478125,138.610162353516,141.102200317383,143.848306274414,119.837028,118.715754,119.624706,120.851121,121.179576,123.85083,137.17044,134.64006,135.926724,135.437001,132.442851,130.38651,0.000712215900421143,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380343222281032,37
140.706225585937,139.149353027344,140.595758056641,141.938616943359,144.707189941406,143.908529663086,128.029872,129.429054,127.58277,128.30229,126.499071,125.93265,142.145481,143.77299,137.663544,136.46247,133.261596,131.23734,0.00247615575790405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00717810871994787,38
137.76213684082,137.609197998047,140.081176757812,149.101940917969,68.1474334716798,76.7871139526367,128.926539,129.467055,130.291158,127.81311,128.194005,133.17342,146.319681,145.93353,143.71761,135.31449,138.669792,135.929718,0.00108623504638672,0,6,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746701490372311,39
151.518951416016,152.462594604492,153.411273193359,153.9099609375,155.2365234375,155.553479003906,152.239518,151.296534,151.1499,149.64732,149.385645,150.048018,154.198608,151.152192,149.90172,151.174998,149.992218,150.4164,0.000118732452392578,0,350,799,73,6,15,23,5,1,5,5,1,0,0,0,0,0,1,0,5,0,0,269,13,46,54,35,17,16,19,2,0,1,0,0,0,1,0,19,0,0,571,13,129,80,78,34,34,32,2,0,2,0,0,1,1,0,31,0,0,0,0.011009096837066,40
152.877035522461,153.577340698242,154.701800537109,154.934802246094,156.264367675781,155.782653808594,153.88272,153.549471,153.297108,152.704011,151.80069,151.821222,153.89121,151.647849,155.96667,155.740062,153.813318,150.95964,0.00124120712280273,0,393,1139,69,198,43,14,22,7,6,6,0,0,0,0,0,0,1,0,6,0,0,271,502,114,50,59,26,19,24,0,0,0,0,0,0,1,0,23,0,0,703,903,156,112,103,54,33,34,5,0,0,0,0,20,1,1,34,0,0,0,0.00738792278316961,41
129.631448364258,132.251834106445,135.478125,139.592092895508,143.651147460937,146.085214233398,123.221604,121.430961,124.656426,122.688582,125.159904,126.48576,136.353249,143.388849,138.94035,136.505328,136.736214,133.59588,0.000841856002807617,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766448639858562,42
129.631448364258,132.251834106445,135.478125,138.610162353516,141.102200317383,143.848306274414,135.34143,133.531824,131.83254,130.692738,129.397539,128.545275,136.427691,137.23338,130.03992,130.375488,133.84131,130.845291,0.000580787658691406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174910833205662,43
138.601126098633,142.722317504883,141.534191894531,142.883825683594,54.8377029418944,54.2277923583984,124.8147,126.28254,129.96768,127.739109,129.500298,130.334355,134.779485,127.46226,133.277682,132.236838,139.41054,132.737916,0.000932872295379639,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678935721894791,44
140.001342773438,142.67314453125,140.671627807617,145.938565063477,53.02265625,58.1537338256835,143.910681,144.789021,144.4932,142.956648,143.76552,143.705538,151.486248,149.46264,148.49838,148.26168,145.31421,143.476356,0.000263750553131104,0,28,126,2,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,17,4,15,5,2,7,0,1,0,0,0,0,0,0,1,0,1,0,0,69,10,26,16,6,10,8,6,1,0,0,0,0,1,1,0,6,0,0,0,0.00850361641508079,45
129.631448364258,133.896185302734,135.871325683594,139.674160766602,144.009906005859,146.555419921875,150.116676,149.69652,149.65956,147.61704,147.51351,146.252088,149.698179,143.883819,141.133119,134.602779,142.337394,141.852858,0.000716149806976318,0,69,291,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42,3,22,2,3,10,1,3,0,0,0,0,0,0,0,0,3,0,0,129,2,48,1,25,33,9,12,1,1,1,0,0,0,0,0,14,0,0,0,0.00650660007879798,46
129.631448364258,133.948068237305,136.159359741211,139.246115112305,143.048483276367,143.925924682617,139.005642,135.837369,133.390914,133.08192,131.148396,129.436698,146.74242,144.591696,141.8526,138.65004,135.77985,131.741436,0.000439703464508057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653795204152094,47
154.506188964844,153.800189208984,154.665509033203,156.631146240234,156.675366210937,156.967694091797,138.268251,139.432782,140.387511,144.640248,147.058191,146.813508,113.19501,106.947465,105.749451,137.410401,112.227402,153.90201,0.00362718105316162,0,735,1944,134,16,15,132,18,2,3,19,1,0,0,0,0,0,0,0,22,0,0,342,50,46,279,41,8,8,60,1,0,1,0,0,0,0,0,89,0,0,576,127,129,612,84,16,22,129,2,0,3,1,0,0,0,1,112,0,0,1,0.032898874697415,48
129.631448364258,132.251834106445,135.478125,139.161373901367,141.872250366211,144.922723388672,131.472144,129.82428,129.72699,128.825748,128.14692,128.36094,121.33071,128.787708,132.631284,132.197076,131.779632,129.030066,0.000355839729309082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211327847667246,49
129.631448364258,132.251834106445,136.710461425781,138.683743286133,143.048483276367,145.822155761719,142.66404,140.412708,137.926794,135.129666,134.537916,133.696875,146.79087,144.19833,139.518621,140.359416,138.818958,133.855728,0.000136733055114746,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691429943347305,50
136.247799682617,137.880633544922,149.324450683594,147.376712036133,148.52751159668,151.11501159668,143.898039,143.770092,142.551279,142.617462,140.518122,136.55118,151.61175,149.190618,146.38533,144.682344,142.742724,140.891298,0.000160932540893555,0,30,101,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,8,22,6,11,6,8,0,1,2,0,0,0,1,0,0,0,0,0,0,0.00955067085524558,51
144.941372680664,147.047067260742,149.954150390625,153.067639160156,153.788360595703,154.142376708984,147.749094,147.058026,147.7308,147.237999,146.59035,146.231241,153.221604,146.66397,151.812195,152.588508,149.62941,147.939852,7.67707824707031e-05,0,84,184,21,11,2,7,6,3,0,3,0,0,0,0,0,0,1,0,3,0,0,63,27,14,21,14,11,3,6,0,0,0,0,0,0,1,0,6,0,0,96,45,33,34,27,22,5,6,1,0,0,0,0,2,1,0,8,0,0,0,0.0245687135467766,52
